194061,,,Social science research assistants,"Assist social scientists in laboratory, survey, and other social science research. May help prepare findings for publication and assist in laboratory analysis, quality control, or data management.",8.4,49720,HS
194071,,,Forest and conservation technicians,"Provide technical assistance regarding the conservation of soil, water, forests, or related natural resources. May compile data pertaining to size, content, condition, and other characteristics of forest tracts under the direction of foresters, or train and lead forest workers in forest propagation and fire prevention and suppression. May assist conservation scientists in managing, improving, and protecting rangelands and wildlife habitats.",0.7,39290,HS
194092,Z115,9/8/2021,Forensic science technicians,"Collect, identify, classify, and analyze physical evidence related to criminal investigations. Perform tests on weapons or substances, such as fiber, hair, and tissue to determine significance to investigation. May testify as expert witnesses on evidence or crime laboratory techniques. May serve as specialists in area of expertise, such as ballistics, fingerprinting, handwriting, or biochemistry.",15.6,61930,B
194099,,,"Life, physical, and social science technicians, all other","All life, physical, and social science technicians not listed separately.",8.3,,HS
195011,Z198,9/8/2021,Occupational health and safety specialists,"Review, evaluate, and analyze work environments and design programs and procedures to control, eliminate, and prevent disease or injury caused by chemical, physical, and biological agents or ergonomic factors. May conduct inspections and enforce adherence to laws and regulations governing the health and safety of individuals. May be employed in the public or private sector.",7,77560,B
195012,Z198,9/8/2021,Occupational health and safety technicians,"Collect data on work environments for analysis by occupational health and safety specialists. Implement and conduct evaluation of programs designed to limit chemical, physical, biological, and ergonomic risks to workers.",9,51120,B
211012,Z117,9/8/2021,"Educational, guidance, and career counselors and advisors",Advise and assist students and provide educational and vocational guidance services.,11.5,60510,M
211013,Z119,9/8/2021,Marriage and family therapists,"Diagnose and treat mental and emotional disorders, whether cognitive, affective, or behavioral, within the context of marriage and family systems. Apply psychotherapeutic and family systems theories and techniques in the delivery of services to individuals, couples, and families for the purpose of treating such diagnosed nervous and mental disorders.",16.4,49880,M
211015,Z120,9/8/2021,Rehabilitation counselors,"Counsel individuals to maximize the independence and employability of persons coping with personal, social, and vocational difficulties that result from birth defects, illness, disease, accidents, aging, or the stress of daily life. Coordinate activities for residents of care and treatment facilities. Assess client needs and design and implement rehabilitation programs that may include personal and vocational counseling, training, and job placement.",10.4,38560,M
211018,Z116,9/8/2021,"Substance abuse, behavioral disorder, and mental health counselors",,22.9,48520,B
211019,,,"Counselors, all other",All counselors not listed separately.,8.9,45160,HS
211021,Z121,10/21/2021,"Child, family, and school social workers","Provide social services and assistance to improve the social and psychological functioning of children and their families and to maximize the family well-being and the academic functioning of children. May assist parents, arrange adoptions, and find foster homes for abandoned or abused children. In schools, they address such problems as teenage pregnancy, misbehavior, and truancy. May also advise teachers.",12.6,49150,B
211022,Z121,10/21/2021,Healthcare social workers,"Provide individuals, families, and groups with the psychosocial support needed to cope with chronic, acute, or terminal illnesses. Services include advising family caregivers. Provide patients with information and counseling, and make referrals for other services. May also provide case and care management or interventions designed to promote health, prevent disease, and address barriers to access to healthcare.",13.2,60840,B
211023,Z121,10/21/2021,Mental health and substance abuse social workers,"Assess and treat individuals with mental, emotional, or substance abuse problems, including abuse of alcohol, tobacco, and/or other drugs. Activities may include individual and group therapy, crisis intervention, case management, client advocacy, prevention, and education.",14.9,49130,B
211029,Z121,10/21/2021,"Social workers, all other",All social workers not listed separately.,5.8,61190,B
211091,Z007,9/8/2021,Health education specialists,"Provide and manage health education programs that help individuals, families, and their communities maximize and maintain healthy lifestyles. Use data to identify community needs prior to planning, implementing, monitoring, and evaluating programs designed to encourage healthy lifestyles, policies, and environments. May link health systems, health providers, insurers, and patients to address individual and population health needs. May serve as resource to assist individuals, other health professionals, or the community, and may administer fiscal resources for health education programs.",12.4,60600,B
211092,Z124,9/8/2021,Probation officers and correctional treatment specialists,"Provide social services to assist in rehabilitation of law offenders in custody or on probation or parole. Make recommendations for actions involving formulation of rehabilitation plan and treatment of offender, including conditional release and education and employment stipulations.",3.8,60250,B
211093,Z125,10/22/2021,Social and human service assistants,"Assist other social and human service providers in providing client services in a wide variety of fields, such as psychology, rehabilitation, or social work, including support for families. May assist clients in identifying and obtaining available benefits and social and community services. May assist social workers with developing, organizing, and conducting programs to prevent and resolve problems relevant to substance abuse, human relationships, rehabilitation, or dependent care.",16.6,37610,HS
211094,Z007,9/8/2021,Community health workers,"Promote health within a community by assisting individuals to adopt healthy behaviors. Serve as an advocate for the health needs of individuals by assisting community residents in effectively communicating with healthcare providers or social service agencies. Act as liaison or advocate and implement programs that promote, maintain, and improve individual and overall community health. May deliver health-related preventive services such as blood pressure, glaucoma, and hearing screenings. May collect data to help identify community health needs.",21,46590,B
211099,,,"Community and social service specialists, all other",All community and social service specialists not listed separately.,13.3,47390,HS
212011,,,Clergy,Conduct religious worship and perform other spiritual functions associated with beliefs and practices of religious faith or denomination. Provide spiritual and moral guidance and assistance to members.,2.5,49720,HS
212021,,,"Directors, religious activities and education","Coordinate or design programs and conduct outreach to promote the religious education or activities of a denominational group. May provide counseling, guidance, and leadership relative to marital, health, financial, and religious problems.",2.2,46980,HS
212099,,,"Religious workers, all other",All religious workers not listed separately.,2,37500,HS
231011,Z126,9/8/2021,Lawyers,"Represent clients in criminal and civil litigation and other legal proceedings, draw up legal documents, or manage or advise clients on legal transactions. May specialize in a single area or may practice broadly in many areas of law.",8.9,127990,G
231012,,,Judicial law clerks,Assist judges in court or by conducting research or preparing legal documents.,3.9,50750,HS
231021,Z123,9/8/2021,"Administrative law judges, adjudicators, and hearing officers","Conduct hearings to recommend or make decisions on claims concerning government programs or other government-related matters. Determine liability, sanctions, or penalties, or recommend the acceptance or rejection of claims or settlements.",0.8,102550,B
231022,Z122,9/8/2021,"Arbitrators, mediators, and conciliators",Facilitate negotiation and conflict resolution through dialogue. Resolve conflicts outside of the court system by mutual consent of parties involved.,9.7,49410,HS
231023,Z123,9/8/2021,"Judges, magistrate judges, and magistrates","Arbitrate, advise, adjudicate, or administer justice in a court of law. May sentence defendant in criminal cases according to government statutes or sentencing guidelines. May determine liability of defendant in civil cases. May perform wedding ceremonies.",3.4,148030,B
232011,Z129,10/21/2021,Paralegals and legal assistants,"Assist lawyers by investigating facts, preparing legal documents, or researching legal precedent. Conduct research to support a legal proceeding, to formulate a defense, or to initiate legal action.",12,56230,B
232093,,,"Title examiners, abstractors, and searchers","Search real estate records, examine titles, or summarize pertinent legal or insurance documents or details for a variety of purposes. May compile lists of mortgages, contracts, and other instruments pertaining to titles by searching public and private records for law firms, real estate agencies, or title insurance companies.",1.7,47310,HS
232099,,,"Legal support workers, all other",All legal support workers not listed separately.,0.5,59790,HS
251011,Z261,10/20/2021,"Business teachers, postsecondary","Teach courses in business administration and management, such as accounting, finance, human resources, labor and industrial relations, marketing, and operations research. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",6.5,94360,M
251021,Z261,10/20/2021,"Computer science teachers, postsecondary","Teach courses in computer science. May specialize in a field of computer science, such as the design and function of computers or operations and research analysis. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",6.9,77910,M
251022,Z261,10/20/2021,"Mathematical science teachers, postsecondary","Teach courses pertaining to mathematical concepts, statistics, and actuarial science and to the application of original and standardized mathematical techniques in solving specific problems and situations. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",5.6,77580,M
251031,Z261,10/20/2021,"Architecture teachers, postsecondary","Teach courses in architecture and architectural design, such as architectural environmental design, interior architecture/design, and landscape architecture. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",8.3,95160,M
251032,Z261,10/20/2021,"Engineering teachers, postsecondary","Teach courses pertaining to the application of physical laws and principles of engineering for the development of machines, materials, instruments, processes, and services. Includes teachers of subjects such as chemical, civil, electrical, industrial, mechanical, mineral, and petroleum engineering. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",12.5,104940,M
251041,Z261,10/20/2021,"Agricultural sciences teachers, postsecondary","Teach courses in the agricultural sciences. Includes teachers of agronomy, dairy sciences, fisheries management, horticultural sciences, poultry sciences, range management, and agricultural soil conservation. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",5,95910,M
251042,Z261,10/20/2021,"Biological science teachers, postsecondary",Teach courses in biological sciences. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,12.8,81440,M
251043,Z261,10/20/2021,"Forestry and conservation science teachers, postsecondary",Teach courses in forestry and conservation science. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,5.5,82330,M
251051,Z261,10/20/2021,"Atmospheric, earth, marine, and space sciences teachers, postsecondary","Teach courses in the physical sciences, except chemistry and physics. Includes both teachers primarily engaged in teaching, and those who do a combination of teaching and research.",6.4,98070,M
251052,Z261,10/20/2021,"Chemistry teachers, postsecondary","Teach courses pertaining to the chemical and physical properties and compositional changes of substances. Work may include providing instruction in the methods of qualitative and quantitative chemical analysis. Includes both teachers primarily engaged in teaching, and those who do a combination of teaching and research.",7.9,79410,M
251053,Z261,10/20/2021,"Environmental science teachers, postsecondary",Teach courses in environmental science. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,6.8,81980,M
251054,Z261,10/20/2021,"Physics teachers, postsecondary",Teach courses pertaining to the laws of matter and energy. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,8.1,93070,M
251061,Z261,10/20/2021,"Anthropology and archeology teachers, postsecondary",Teach courses in anthropology or archeology. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,8.1,97340,M
251062,Z261,10/20/2021,"Area, ethnic, and cultural studies teachers, postsecondary","Teach courses pertaining to the culture and development of an area, an ethnic group, or any other group, such as Latin American studies, women's studies, or urban affairs. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",8.8,78910,M
251063,Z261,10/20/2021,"Economics teachers, postsecondary",Teach courses in economics. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,9,104940,M
251064,Z261,10/20/2021,"Geography teachers, postsecondary",Teach courses in geography. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,6.3,81440,M
251065,Z261,10/20/2021,"Political science teachers, postsecondary","Teach courses in political science, international affairs, and international relations. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",8.7,81980,M
251066,Z261,10/20/2021,"Psychology teachers, postsecondary","Teach courses in psychology, such as child, clinical, and developmental psychology, and psychological counseling. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",10.3,77860,M
251067,Z261,10/20/2021,"Sociology teachers, postsecondary",Teach courses in sociology. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,7.6,77980,M
251069,Z261,10/20/2021,"Social sciences teachers, postsecondary, all other",All postsecondary social sciences teachers not listed separately.,4.3,77500,M
251071,Z261,10/20/2021,"Health specialties teachers, postsecondary","Teach courses in health specialties, in fields such as dentistry, laboratory technology, medicine, pharmacy, public health, therapy, and veterinary medicine.",24.3,102720,M
251072,Z261,10/20/2021,"Nursing instructors and teachers, postsecondary",Demonstrate and teach patient care in classroom and clinical units to nursing students. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,22.4,77440,M
251081,Z261,10/20/2021,"Education teachers, postsecondary","Teach courses pertaining to education, such as counseling, curriculum, guidance, instruction, teacher education, and teaching English as a second language. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",8.3,63910,M
251082,Z261,10/20/2021,"Library science teachers, postsecondary",Teach courses in library science. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,5.9,77100,M
251111,Z261,10/20/2021,"Criminal justice and law enforcement teachers, postsecondary","Teach courses in criminal justice, corrections, and law enforcement administration. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",11.1,64600,M
251112,Z261,10/20/2021,"Law teachers, postsecondary",Teach courses in law. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,10.6,123470,M
251113,Z261,10/20/2021,"Social work teachers, postsecondary",Teach courses in social work. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,8.9,71010,M
251121,Z261,10/20/2021,"Art, drama, and music teachers, postsecondary","Teach courses in drama, music, and the arts including fine and applied art, such as painting and sculpture, or design and crafts. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",10.1,75940,M
251122,Z261,10/20/2021,"Communications teachers, postsecondary","Teach courses in communications, such as organizational communications, public relations, radio/television broadcasting, and journalism. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",7.3,77560,M
251123,Z261,10/20/2021,"English language and literature teachers, postsecondary","Teach courses in English language and literature, including linguistics and comparative literature. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",6.2,75930,M
251124,Z261,10/20/2021,"Foreign language and literature teachers, postsecondary",Teach languages and literature courses in languages other than English. Includes teachers of American Sign Language (ASL). Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,9.4,77030,M
251125,Z261,10/20/2021,"History teachers, postsecondary",Teach courses in human history and historiography. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.,7.9,78130,M
251126,Z261,10/20/2021,"Philosophy and religion teachers, postsecondary","Teach courses in philosophy, religion, and theology. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",11,77610,M
251192,Z261,10/20/2021,"Family and consumer sciences teachers, postsecondary","Teach courses in childcare, family relations, finance, nutrition, and related subjects pertaining to home management. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",5.8,79630,M
251193,Z261,10/20/2021,"Recreation and fitness studies teachers, postsecondary","Teach courses pertaining to recreation, leisure, and fitness studies, including exercise physiology and facilities management. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",6.8,72440,M
251194,Z134,9/8/2021,"Career/technical education teachers, postsecondary","Teach vocational courses intended to provide occupational training below the baccalaureate level in subjects such as construction, mechanics/repair, manufacturing, transportation, or cosmetology, primarily to students who have graduated from or left high school. Teaching takes place in public or private schools whose primary business is academic or vocational education.",3.4,59840,B
251199,,,"Postsecondary teachers, all other",All postsecondary teachers not listed separately.,5.9,78160,HS
252011,Z131,10/22/2021,"Preschool teachers, except special education","Instruct preschool-aged students, following curricula or lesson plans, in activities designed to promote social, physical, and intellectual growth.",18.4,30210,A
252012,Z132,9/8/2021,"Kindergarten teachers, except special education",Teach academic and social skills to kindergarten students.,8.1,60900,B
252021,Z132,9/8/2021,"Elementary school teachers, except special education",Teach academic and social skills to students at the elementary school level.,7.4,61400,B
252022,Z133,9/8/2021,"Middle school teachers, except special and career/technical education","Teach one or more subjects to students at the middle, intermediate, or junior high school level.",7.5,61320,B
252023,Z134,9/8/2021,"Career/technical education teachers, middle school","Teach occupational, vocational, career, or technical subjects to students at the middle, intermediate, or junior high school level.",7.4,61820,B
252031,Z392,9/8/2021,"Secondary school teachers, except special and career/technical education",Teach one or more subjects to students at the secondary school level.,7.8,61820,B
252032,Z134,9/8/2021,"Career/technical education teachers, secondary school","Teach occupational, vocational, career, or technical subjects to students at the secondary school level.",7.1,61820,B
252051,Z135,9/8/2021,"Special education teachers, preschool","Teach academic, social, and life skills to preschool-aged students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",12.1,62420,B
252052,Z135,9/8/2021,"Special education teachers, kindergarten and elementary school",,7.8,61640,B
252057,Z135,9/8/2021,"Special education teachers, middle school","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",7.5,61820,B
252058,Z135,9/8/2021,"Special education teachers, secondary school","Teach academic, social, and life skills to secondary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",7.7,62120,B
252059,Z135,9/8/2021,"Special education teachers, all other",All special education teachers not listed separately.,10.5,61720,B
253011,Z136,9/8/2021,"Adult basic education, adult secondary education, and English as a Second Language instructors","Teach or instruct out-of-school youths and adults in basic education, literacy, or English as a Second Language classes, or in classes for earning a high school equivalency credential.",-5,59720,B
253021,,,Self-enrichment teachers,"Teach or instruct individuals or groups for the primary purpose of self-enrichment or recreation, rather than for an occupational objective, educational attainment, competition, or fitness.",23.5,43580,HS
253031,,,"Substitute teachers, short-term","Teach students on a short-term basis as a temporary replacement for a regular classroom teacher, typically using the regular teacher's lesson plan.",12.6,30100,HS
253097,,,"Tutors and teachers and instructors, all other",,15.6,46890,HS
254011,Z137,9/8/2021,Archivists,"Appraise, edit, and direct safekeeping of permanent records and historically valuable documents. Participate in research activities based on archival materials.",10.9,60050,B
254012,Z137,9/8/2021,Curators,"Administer collections, such as artwork, collectibles, historic items, or scientific specimens of museums or other institutions. May conduct instructional, research, or public service activities of institution.",21.6,60110,B
254013,Z137,9/8/2021,Museum technicians and conservators,"Restore, maintain, or prepare objects in museum collections for storage, research, or exhibit. May work with specimens such as fossils, skeletal parts, or botanicals; or artifacts, textiles, or art. May identify and record objects or install and arrange them in exhibits. Includes book or document conservators.",20.6,47630,B
254022,Z139,9/8/2021,Librarians and media collections specialists,"Administer and maintain libraries or collections of information, for public or private access through reference or borrowing. Work in a variety of settings, such as educational institutions, museums, and corporations, and with various types of informational materials, such as books, periodicals, recordings, films, and databases. Tasks may include acquiring, cataloging, and circulating library materials, and user services such as locating and organizing information, providing instruction on how to access information, and setting up and operating a library's media equipment.",9.1,61190,B
254031,Z140,9/8/2021,Library technicians,"Assist librarians by helping readers in the use of library catalogs, databases, and indexes to locate books and other materials; and by answering questions that require only brief consultation of standard reference. Compile records; sort and shelve books or other media; remove or repair damaged books or other media; register patrons; and check materials in and out of the circulation process. Replace materials in shelving area (stacks) or files. Includes bookmobile drivers who assist with providing services in mobile libraries.",0.2,36970,HS
259021,,,Farm and home management educators,"Instruct and advise individuals and families engaged in agriculture, agricultural-related processes, or home management activities. Demonstrate procedures and apply research findings to advance agricultural and home management activities. May develop educational outreach programs. May instruct on either agricultural issues such as agricultural processes and techniques, pest management, and food safety, or on home management issues such as budgeting, nutrition, and child development.",-1.2,49990,HS
259031,Z141,9/8/2021,Instructional coordinators,"Develop instructional material, coordinate educational content, and incorporate current technology into instruction in order to provide guidelines to educators and instructors for developing curricula and conducting courses. May train and coach teachers. Includes educational consultants and specialists, and instructional material directors.",9.7,63740,M
259044,,,"Teaching assistants, postsecondary","Assist faculty or other instructional staff in postsecondary institutions by performing instructional support activities, such as developing teaching materials, leading discussion groups, preparing and giving examinations, and grading examinations or papers.",6.4,38040,HS
259045,Z142,9/8/2021,"Teaching assistants, except postsecondary",,8.9,29360,A
259099,,,"Educational instruction and library workers, all other",All educational instruction and library workers not listed separately.,8,46300,HS
271011,Z143,9/8/2021,Art directors,"Formulate design concepts and presentation approaches for visual productions and media, such as print, broadcasting, video, and film. Direct workers engaged in artwork or layout design.",11,100890,B
271012,Z348,9/8/2021,Craft artists,"Create or reproduce handmade objects for sale and exhibition using a variety of techniques, such as welding, weaving, pottery, and needlecraft.",13.2,35930,B
271013,Z348,9/8/2021,"Fine artists, including painters, sculptors, and illustrators",Create original artwork using any of a wide variety of media and techniques.,17.3,60820,B
271014,Z144,9/8/2021,Special effects artists and animators,"Create special effects or animations using film, video, computers, or other electronic tools and media for use in products, such as computer games, movies, music videos, and commercials.",15.8,78790,B
271019,Z348,9/8/2021,"Artists and related workers, all other",All artists and related workers not listed separately.,9.5,61580,B
271021,Z145,9/8/2021,Commercial and industrial designers,"Design and develop manufactured products, such as cars, home appliances, and children's toys. Combine artistic talent with research on product use, marketing, and materials to create the most functional and appealing product design.",5.6,77030,B
271022,Z146,9/8/2021,Fashion designers,Design clothing and accessories. Create original designs or adapt fashion trends.,0.5,77450,B
271023,Z147,9/8/2021,Floral designers,"Design, cut, and arrange live, dried, or artificial flowers and foliage.",-20.1,29880,HS
271024,Z148,9/8/2021,Graphic designers,"Design or create graphics to meet specific commercial or promotional needs, such as packaging, displays, or logos. May use a variety of mediums to achieve artistic or decorative effects.",2.9,50710,B
271025,Z149,9/8/2021,Interior designers,"Plan, design, and furnish the internal space of rooms or buildings. Design interior environments or create physical layouts that are practical, aesthetic, and conducive to the intended purposes. May specialize in a particular field, style, or phase of interior design.",-0.2,60340,B
271026,,,Merchandise displayers and window trimmers,"Plan and erect commercial displays, such as those in windows and interiors of retail stores and at trade exhibitions.",4.4,32060,HS
271027,,,Set and exhibit designers,"Design special exhibits and sets for film, video, television, and theater productions. May study scripts, confer with directors, and conduct research to determine appropriate architectural styles.",9.1,54860,HS
271029,,,"Designers, all other",All designers not listed separately.,0.1,62310,HS
272011,Z151,9/8/2021,Actors,"Play parts in stage, television, radio, video, or film productions, or other settings for entertainment, information, or instruction. Interpret serious or comic role by speech, gesture, and body movement to entertain or inform audience. May dance and sing.",32.4,,B
272012,Z152,9/8/2021,Producers and directors,"Produce or direct stage, television, radio, video, or film productions for entertainment, information, or instruction. Responsible for creative decisions, such as interpretation of script, choice of actors or guests, set design, sound, special effects, and choreography.",24.1,79000,B
272021,Z153,9/8/2021,Athletes and sports competitors,Compete in athletic events.,38,77300,HS
272022,Z154,9/8/2021,Coaches and scouts,Instruct or coach groups or individuals in the fundamentals of sports for the primary purpose of competition. Demonstrate techniques and methods of participation. May evaluate athletes' strengths and weaknesses as possible recruits or to improve the athletes' technique to prepare them for competition. Those required to hold teaching certifications should be reported in the appropriate teaching category.,25.6,38970,B
272023,Z155,9/8/2021,"Umpires, referees, and other sports officials","Officiate at competitive athletic or sporting events. Detect infractions of rules and decide penalties according to established regulations. Includes all sporting officials, referees, and competition judges.",29.4,35860,HS
272031,Z156,9/8/2021,Dancers,"Perform dances. May perform on stage, for broadcasting, or for video recording.",30,,HS
272032,Z156,9/8/2021,Choreographers,Create new dance routines. Rehearse performance of routines. May direct and stage presentations.,32.1,42700,HS
272041,Z158,9/8/2021,Music directors and composers,"Conduct, direct, plan, and lead instrumental or vocal performances by musical artists or groups, such as orchestras, bands, choirs, and glee clubs; or create original works of music.",6.3,49130,B
272042,Z159,9/8/2021,Musicians and singers,"Play one or more musical instruments or sing. May perform on stage, for broadcasting, or for sound or video recording.",11.1,,B
272090,,,"Miscellaneous entertainers and performers, sports and related workers",,33.8,,HS
273011,Z160,9/8/2021,Broadcast announcers and radio disc jockeys,"Speak or read from scripted materials, such as news reports or commercial messages, on radio, television, or other communications media. May play and queue music, announce artist or title of performance, identify station, or interview guests.",10.3,37630,B
273023,Z161,9/9/2021,"News analysts, reporters, and journalists","Narrate or write news stories, reviews, or commentary for print, broadcast, or other communications media such as newspapers, magazines, radio, or television. May collect and analyze information through interview, investigation, or observation.",6,48370,B
273031,Z009,10/15/2021,Public relations specialists,"Promote or create an intended public image for individuals, groups, or organizations. May write or select material for release to various communications media. May specialize in using social media.",11.4,62800,B
273041,Z162,9/8/2021,Editors,"Plan, coordinate, revise, or edit written material. May review proposals and drafts for possible publication.",5.1,63350,B
273042,Z163,9/8/2021,Technical writers,"Write technical materials, such as equipment manuals, appendices, or operating and maintenance instructions. May assist in layout work.",11.6,78060,B
273043,Z164,9/8/2021,Writers and authors,"Originate and prepare written material, such as scripts, stories, advertisements, and other material.",8.5,69510,B
273091,Z165,9/8/2021,Interpreters and translators,"Interpret oral or sign language, or translate written text from one language into another.",23.7,49110,B
273092,Z008,9/8/2021,Court reporters and simultaneous captioners,"Use verbatim methods and equipment to capture, store, retrieve, and transcribe pretrial and trial proceedings or other information. Includes stenocaptioners who operate computerized stenographic captioning equipment to provide captions of live or prerecorded broadcasts for hearing-impaired viewers.",2.5,60380,T
273099,Z160,9/8/2021,"Media and communication workers, all other",All media and communication workers not listed separately.,22.9,49900,B
274011,Z166,9/8/2021,Audio and video technicians,"Set up, maintain, and dismantle audio and video equipment, such as microphones, sound speakers, connecting wires and cables, sound and mixing boards, video cameras, video monitors and servers, and related electronic equipment for live or recorded events, such as concerts, meetings, conventions, presentations, podcasts, news conferences, and sporting events.",26.2,48820,B
274012,Z166,9/8/2021,Broadcast technicians,"Set up, operate, and maintain the electronic equipment used to acquire, edit, and transmit audio and video for radio or television programs. Control and adjust incoming and outgoing broadcast signals to regulate sound volume, signal strength, and signal clarity. Operate satellite, microwave, or other transmitter equipment to broadcast radio or television programs.",11.2,44740,B
274014,Z166,9/8/2021,Sound engineering technicians,"Assemble and operate equipment to record, synchronize, mix, edit, or reproduce sound, including music, voices, or sound effects, for theater, video, film, television, podcasts, sporting events, and other productions.",17.4,60500,B
274021,Z167,9/8/2021,Photographers,"Photograph people, landscapes, merchandise, or other subjects. May use lighting equipment to enhance a subject's appearance. May use editing software to produce finished images and prints. Includes commercial and industrial photographers, scientific photographers, and photojournalists.",17.1,38950,B
274031,Z168,9/8/2021,"Camera operators, television, video, and film","Operate television, video, or film camera to record images or scenes for television, video, or film productions.",24.1,49230,B
274032,Z168,9/8/2021,Film and video editors,"Edit moving images on film, video, or other media. May work with a producer or director to organize images for final production. May edit or synchronize soundtracks with images.",33.2,62680,B
274098,Z166,9/8/2021,"Lighting technicians and media and communication equipment workers, all other",,16.2,61890,HS
291011,Z169,9/8/2021,Chiropractors,"Assess, treat, and care for patients by manipulation of spine and musculoskeletal system. May provide spinal adjustment or address sacral or pelvic misalignment.",10.8,75000,G
291021,Z170,9/8/2021,"Dentists, general","Examine, diagnose, and treat diseases, injuries, and malformations of teeth and gums. May treat diseases of nerve, pulp, and other dental tissues affecting oral hygiene and retention of teeth. May fit dental appliances or provide preventive care.",8.1,160370,G
291022,Z170,9/8/2021,Oral and maxillofacial surgeons,"Perform surgery and related procedures on the hard and soft tissues of the oral and maxillofacial regions to treat diseases, injuries, or defects. May diagnose problems of the oral and maxillofacial regions. May perform surgery to improve function or appearance.",7.7,"208000 ",G
291023,Z170,9/8/2021,Orthodontists,"Examine, diagnose, and treat dental malocclusions and oral cavity anomalies. Design and fabricate appliances to realign teeth and jaws to produce and maintain normal function and to improve appearance.",8.1,"208000 ",G
291024,Z170,9/8/2021,Prosthodontists,"Diagnose, treat, rehabilitate, design, and fit prostheses that maintain oral function, health, and appearance for patients with clinical conditions associated with teeth, oral and maxillofacial tissues, or the jaw.",8.5,100950,G
291029,Z170,9/8/2021,"Dentists, all other specialists",All dentists not listed separately.,5,175160,G
291031,Z010,9/8/2021,Dietitians and nutritionists,"Plan and conduct food service or nutritional programs to assist in the promotion of health and control of disease. May supervise activities of a department providing quantity food services, counsel individuals, or conduct nutritional research.",10.7,61650,B
291041,Z171,9/8/2021,Optometrists,"Diagnose, manage, and treat conditions and diseases of the human eye and visual system. Examine eyes and visual system, diagnose problems or impairments, prescribe corrective lenses, and provide treatment. May prescribe therapeutic drugs to treat specific eye conditions.",9,124300,B
291051,Z172,9/13/2021,Pharmacists,"Dispense drugs prescribed by physicians and other health practitioners and provide information to patients about medications and their use. May advise physicians and other health practitioners on the selection, dosage, interactions, and side effects of medications.",-2.2,128570,G
291071,Z174,9/8/2021,Physician assistants,"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.",31,121530,M
291081,Z175,9/8/2021,Podiatrists,Diagnose and treat diseases and deformities of the human foot.,1.8,145840,G
291122,Z177,9/8/2021,Occupational therapists,"Assess, plan, and organize rehabilitative programs that help build or restore vocational, homemaking, and daily living skills, as well as general independence, to persons with disabilities or developmental delays. Use therapeutic techniques, adapt the individual's environment, teach skills, and modify specific tasks that present barriers to the individual.",17.5,85570,M
291123,Z178,9/8/2021,Physical therapists,"Assess, plan, organize, and participate in rehabilitative programs that improve mobility, relieve pain, increase strength, and improve or correct disabling conditions resulting from disease or injury.",20.5,95620,G
291124,Z179,9/8/2021,Radiation therapists,"Provide radiation therapy to patients as prescribed by a radiation oncologist according to established practices and standards. Duties may include reviewing prescription and diagnosis; acting as liaison with physician and supportive care personnel; preparing equipment, such as immobilization, treatment, and protection devices; and maintaining records, reports, and files. May assist in dosimetry procedures and tumor localization.",9.1,82790,B
