A T Still University of Health Sciences,Kirksville,25,www.atsu.edu/,www.atsu.edu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21722,15000,15000,,60679,77330,70117,71006,0.7961,0.0721,0.0281,0.0299,0.0018,0.0018,0.0299
Connecticut College,New London,7,www.conncoll.edu/,https://conncoll.studentaidcalculator.com/survey.aspx,0.3741,32,1397,0,0,0.0273,0.0422,0,0,0.0471,0,0,0,0,0.0248,0.0323,0,0.0546,0,0,0.2084,0.0099,0,0.0025,0,0.0174,0,0.0124,0,0.1042,0,0,0.2705,0,0,0,0,0.1042,0,0,0.0422,1820,,32626,12298,12918,15860,18375,20288,,,,,,71970,,56890,56890,16750,17251,15750,1,45604,49600,48578,55541,0.5859,0.1245,0.1628,0.0424,0.0009,0.0008,0.0349
Connors State College,Warner,36,connorsstate.edu/,connorsstate.edu/coa/,,,,0.09,0,0,0,0,0,0,0,0.2778,0,0,0,0.0307,0,0,0,0,0.0421,0.0077,0,0,0.0038,0,0,0,0,0.0307,0,0,0.0172,0,0,0,0,0.0019,0.4444,0.0536,0,1804,10571,,4409,4840,7390,10799,11600,,,,,,16631,,3624,7434,6000,5500,5500,,23546,33078,28606,41885,0.5193,0.0278,0.0922,0.0075,0.1241,0.0014,0.2156
Conservatory of Music of Puerto Rico,San Juan,51,cmpr.edu/,cmpr.edu/NetPriceCalculator/npcalc.htm,0.6543,,,0,0,0,0,0,0,0,0,0.1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8769,0,0,0,358,5733,,,,,,,6833,9664,10178,,,10997,,3370,3850,,,,,,16423,,21557,0,0,1,0,0,0,0
Conservatory of Recording Arts and Sciences,Tempe,3,www.cras.edu/,cras.edu/net-price-calculator/,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,,19067,,,,,,19981,24850,,,,,22074,,,19500,18750,17771,3,47994,60002,,,0.587,0.094,0.1897,0.0451,0.0106,0.0083,0.0291
Construction Training Center,Columbia,40,www.ctcworks.com/,www.ctcworks.com/,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,,16930,,,,,,21305,20864,23383,,,,19977,,,,,,,,,,,0.04,0.3733,0.36,0.0267,0,0,0.0933
Continental Academie of Hair Design-Hudson,Hudson,29,continentalacademie.com/,continentalacademie.com/,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,,14175,8470,9372,10968,13042,13612,,,,,,,17639,,,8500,6500,5352,,30938,37529,36946,46980,0.4849,0.0247,0.3617,0.0545,0.0107,0.0005,0.0406
Continental School of Beauty Culture-Mattydale,Mattydale,32,continentalschoolofbeauty.edu/,continentalschoolofbeauty.edu/consumer-info/net-price-calculator/,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,,21912,,,,,,19702,,,,,,28172,,,15834,15834,20091,,26320,31817,34267,47379,0,0,0,0,0,0,0
Continental School of Beauty Culture-Olean,Olean,32,continentalschoolofbeauty.edu/,continentalschoolofbeauty.edu/consumer-info/net-price-calculator/,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,,25198,,,,,,12564,,,,,,30943,,,6500,,,,,,,,0.8636,0.1364,0,0,0,0,0
Continental School of Beauty Culture-Rochester,Rochester,32,continentalschoolofbeauty.edu/,continentalschoolofbeauty.edu/consumer-info/net-price-calculator/,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,,21941,4532,4659,8155,8999,10836,,,,,,,28240,,,6307,8250,8836,,30128,37091,38043,42970,0.7381,0.0969,0.0907,0.0196,0.0021,0,0.0371
Continental School of Beauty Culture-West Seneca,West Seneca,32,continentalschoolofbeauty.edu/,continentalschoolofbeauty.edu/consumer-info/net-price-calculator/,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,,15472,12785,12351,13350,19531,20031,,,,,,,21877,,,,,,,36481,,,,0.7619,0.1667,0.0238,0,0,0,0.0476
Contra Costa College,San Pablo,5,https://www.contracosta.edu/,https://misweb.cccco.edu/npc/311/npcalc.htm,,,,0,0,0,0.0095,0.0161,0,0.0044,0.022,0,0.0103,0.0051,0.0059,0.0411,0.0007,0.0015,0.2009,0,0.0623,0.0103,0,0.3109,0.0029,0.0007,0,0.0059,0,0.0286,0.0271,0.0235,0.0506,0,0.0125,0,0,0.0037,0.0704,0.0711,0.0022,5675,5213,,7675,7517,10330,,,,,,,,12349,,1312,9012,,,,,26707,32466,28990,37357,0.6802,0.0334,0.2002,0.0149,0.0181,0.0048,0.0048
Contra Costa medical Career College,Antioch,5,www.ccmcc.edu/,www.ccmcc.edu/net-price-calculator/,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,701,,,,,,,,14662,,,,,,,,,6333,6333,3666,,,,,,0.4218,0.4694,0.0952,0.0068,0,0,0.0068
Converse College,Spartanburg,40,www.converse.edu/,www.converse.edu/admissions/financial-aid-and-tuition/undergraduate-freshmen-and-transfer-students/net-cost-calculator-for-freshman/,0.8934,19,1099,0,0,0,0,0,0,0,0,0.1789,0,0,0.0105,0,0,0.0526,0,0,0.0684,0.0421,0,0.0105,0,0.0158,0,0.0105,0,0.1263,0,0,0.0316,0,0,0,0,0.1737,0.1263,0.1263,0.0263,808,,12685,,,,,,13987,14503,11421,16133,10559,31461,,19890,19890,17639,17945,13500,1,28205,38888,32804,45818,0.5472,0.3049,0.0257,0.0062,0.0062,0,0.0719
Conway School of Landscape Design,Northampton,21,www.csld.edu/,www.csld.edu/admissions/tuition-fees/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13270,14239,15113,,,,,,,5500,5500,5500,,,,,,0.6714,0.0667,0.1952,0.0238,0.0048,0.0048,0.0238
Cooper Union for the Advancement of Science and Art,New York,32,www.cooper.edu/,npc.collegeboard.org/app/cooper,0.1545,33,1430,0,0,0.0833,0,0,0,0,0,0,0.6556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2611,0,0,0,844,,14118,,,,,,15677,16861,19859,20956,,62111,,46700,46700,7389,7389,7675,,19686,18797,23584,26241,0.0593,0.4815,0.3111,0.037,0.0074,0,0.037
Copiah-Lincoln Community College,Wesson,24,www.colin.edu/,www.colin.edu/NetPriceCalculator/,,,,0,0,0,0,0.0054,0,0.0217,0.0231,0.087,0.0299,0.0313,0,0.0272,0.0027,0.0136,0.0815,0,0.1155,0.0082,0,0,0,0,0,0,0,0.0367,0.0177,0.0177,0.0109,0,0.0557,0.0421,0.0299,0.0204,0.1508,0.1576,0.0136,2315,3714,,,,,,,10708,9867,12175,15526,15560,10412,,3180,5180,15000,11000,12000,1,29698,37613,32576,37398,0.763,0.1334,0.0283,0,0.0078,0,0.0298
Copiah-Lincoln Community College Simpson County Center,mendenhall,24,www.colin.edu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3180,5180,10833,14000,13290,,30229,38352,33158,45403,,,,,,,
Copiah-Lincoln Community College-Natchez Campus,Natchez,24,www.colin.edu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3180,5180,10833,14000,13290,,30229,38352,33158,45403,,,,,,,
Copper Mountain Community College,Joshua Tree,5,www.cmccd.edu/,https://misweb.cccco.edu/npc/971/npcalc.htm,,,,0,0.0034,0,0,0.0202,0,0.0774,0,0,0,0,0,0.0236,0,0.0168,0.2323,0,0,0.0303,0,0.1414,0,0,0,0,0,0.0269,0.0673,0,0.0505,0,0.0101,0,0,0.0303,0.1515,0.101,0.0168,1411,5578,,,,,,,16555,,,,,12787,,1112,7304,,,,,17868,,16248,,0.031,0.0233,0.3333,0.5581,0.0078,0,0.0155
Coppin State University,Baltimore,20,www.coppin.edu/,https://www.coppin.edu/financialaid/calculator,0.2798,18,903,0,0,0,0,0,0,0.0291,0,0.0529,0,0,0,0,0,0.0079,0.0397,0,0.0582,0.0079,0,0,0.0185,0,0,0,0,0.1164,0.082,0.1005,0.0344,0,0,0,0,0.0053,0.3413,0.1032,0.0026,2344,11686,,6233,6385,9392,11369,11943,,,,,,19577,,8964,15361,5900,5500,5500,,30646,36431,35761,46264,0.5255,0.2695,0.0747,0.0375,0.0051,0.0031,0.062
Corban University,Salem,37,www.corban.edu/,https://npc.collegeboard.org/student/app/corban,0.851,23,1128,0,0,0,0,0.0163,0,0,0,0.1592,0,0,0,0,0,0.0816,0.0041,0,0,0.0082,0,0.0816,0.0449,0,0.0735,0,0,0.1388,0.0327,0,0.0041,0,0,0,0,0.0245,0.0653,0.2408,0.0245,933,,24931,6653,6881,7700,8953,9950,,,,,,45537,,33040,33040,10000,6333,5521,,23798,31915,30786,43822,0.5957,0.018,0.2635,0.0069,0.0076,0.0035,0.0388
Corinth Academy of Cosmetology,Corinth,24,corinthacademyofcosmetology.net/,corinthacademyofcosmetology.net/financialaid.html,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,,21040,,,,,,,,,,,,26325,,,,,,,24673,,27258,,0.4722,0.3333,0.1111,0.0278,0,0,0.0556
Cornell College,Mount Vernon,15,www.cornellcollege.edu/,https://www.cornellcollege.edu/financial-assistance/net-price-calculator/index.shtml,0.6177,26,1241,0,0.0459,0,0.0051,0,0,0.0714,0,0.0357,0.0051,0,0.0204,0,0,0.0612,0.0204,0,0.1276,0.0204,0,0.0357,0.0969,0.0306,0,0.0306,0,0.051,0,0,0.0969,0,0,0,0,0.051,0,0.1173,0.0765,1017,,26901,,,,,,19172,19207,19495,23810,28720,58286,,43976,43976,20000,23250,23327,1,39642,42990,44695,55268,0.8365,0.027,0.0701,0.0108,0.0027,0.0027,0.0296
Cornell University,Ithaca,32,www.cornell.edu/,https://npc.collegeboard.org/app/cornell,0.1085,34,1487,0.1156,0.0184,0.0295,0.01,0.0192,0,0.1222,0,0,0.1531,0,0.0092,0.0274,0,0.0105,0.0026,0,0.138,0.0163,0,0.0097,0,0.0053,0,0.0242,0,0.0145,0,0.0163,0.0798,0,0,0,0,0.0105,0.0058,0.1509,0.0105,14976,,40126,,,,,,24336,23791,27243,21065,18267,73879,,57222,57222,18288,18750,13250,5,50663,43133,49951,61111,0.4696,0.1112,0.176,0.0424,0.0048,0.0008,0
Cornerstone University,Grand Rapids,22,www.cornerstone.edu/,www.cornerstone.edu/tuition-calculator,0.7757,23,1085,0,0,0,0,0.0724,0,0,0,0.0789,0,0,0.0022,0,0,0.0066,0.0307,0,0.0066,0.0066,0,0.0044,0.0724,0,0.0592,0,0,0.114,0,0.057,0,0,0,0,0,0.0197,0.0373,0.4189,0.0132,1440,,20740,,,,,,29024,33350,36664,37845,41240,34565,,25360,25360,29595,27988,26456,1,78996,76811,93654,93949,0.7629,0.0199,0.0493,0.055,0.0023,0,0.0363
Cornish College of the Arts,Seattle,47,www.cornish.edu/,www.cornish.edu/tuition-financial-aid/net-price-calculator,0.7347,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,599,,39078,6654,8226,10736,13610,14019,,,,,,57913,,33360,33360,7654,6333,5333,,29024,36384,36278,46379,0.6444,0.0193,0.1213,0.0499,0.0039,0.0073,0.0758
Cortiva Institute-Arlington,Arlington,43,www.cortiva.edu/,www.cortiva.edu/consumer-information/#15085me590549-134539ca-76c4,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,105,,23327,,,,,,18815,20885,20805,,,,26230,,,9500,5500,5500,,24507,31342,27691,,0.5185,0.2315,0.0741,0.0093,0,0,0.1574
Cortiva Institute-Baltimore,Linthicum,20,www.cortiva.edu/,www.cortiva.edu/consumer-information/#15085me590549-134539ca-76c4,,,,0,0,0,0,0,0,0,0.6364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3636,0,0,135,,20653,,,,,,6572,6822,,,,,22979,,,,,,,15759,,16954,,0.5301,0.3494,0.0723,0.0482,0,0,0
Cortiva Institute-Cromwell,Cromwell,7,www.cortiva.edu/,www.cortiva.edu/consumer-information/#15085me590549-134539ca-76c4,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,124,,25603,,,,,,15663,24620,25177,26973,27695,,27596,,,21848,17832,14000,1,40150,39181,50418,49017,0.2589,0.2908,0.2768,0.0433,0.0071,0.0022,0.021
Cortiva Institute-Florida,St. Petersburg,9,www.cortiva.com/,www.cortiva.edu/consumer-information/#15085me590549-134539ca-76c4,,,,0,0,0,0,0,0,0,0.1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8654,0,0,87,,21507,3203,4134,9727,8665,,,,,,,,23664,,,7102,5500,5500,,30023,33699,35648,40012,0.3342,0.1796,0.3563,0.0306,0.0025,0.0018,0.0414
Cortiva Institute-King of Prussia,King of Prussia,38,www.cortiva.edu/,www.cortiva.edu/consumer-information/#15085me590549-134539ca-76c4,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,80,,21529,,,,,,19645,19569,20719,24781,24406,,24314,,,6417,5665,5500,,23671,35497,31572,43130,0.522,0.2687,0.1476,0.033,0.0022,0.0044,0.022
Cortiva Institute-Maitland,Maitland,9,www.cortiva.edu/,www.cortiva.edu/consumer-information/#15085me590549-134539ca-76c4,,,,0,0,0,0,0,0,0,0.6436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3564,0,0,218,,24902,,,,,,27365,28363,30378,,,,27897,,,9500,15250,21584,,24580,31352,28467,39209,0.4731,0.0539,0.2515,0.012,0.018,0.0479,0.0898
Cortiva Institute-Pompano,Pompano Beach,9,www.cortiva.edu/,www.cortiva.edu/consumer-information/#15085me590549-134539ca-76c4,,,,0,0,0,0,0,0,0,0.5192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4808,0,0,70,,22175,,,,,,30218,30532,31809,33982,34193,,25668,,,17106,24960,28909,2,30104,52669,33211,61032,0.4502,0.1884,0.2231,0.0137,0.012,0.0011,0.0165
Cosmetology & Spa Academy,Crystal Lake,13,www.cosmetologyandspaacademy.edu/,www.cosmetologyandspaacademy.edu/net-price-calculator,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,,13674,4416,5890,7443,10960,9292,,,,,,,17648,,,3500,4500,5805,,25258,35004,29152,39711,0.6374,0.204,0.0619,0.0101,0.0013,0.0006,0.012
Cosmetology Academy of Texarkana,Texarkana,43,cosmetologyacademyoftexarkana.com/,cosmetologyacademyoftexarkana.com/tuition-calculator/,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,,14016,,,,,,20603,,,,,,18446,,,8704,9833,9833,,,,,,0.6552,0.0115,0.2069,0.0287,0.0115,0,0.069
Cosmetology Career Center LLC,Carrollton,43,https://paulmitchell.edu/dallas/,https://paulmitchell.edu/dallas/tuition-calculator,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,,20487,,,,,,19588,21332,23086,24638,28311,,23815,,,16500,16000,15125,1,45570,52478,43828,55077,0.4181,0.1145,0.3446,0.0409,0.0072,0.0017,0.0343
Cosmetology Careers Unlimited College of Hair Skin and Nails,Duluth,23,www.ccucollege.net/,www.ccucollege.net/net-price-calculator,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,,10704,8042,9186,10822,13364,14456,,,,,,,16163,,,8750,8447,6500,,36165,47408,40119,51633,0.6716,0.094,0.0978,0.0365,0.0043,0.0009,0.0484
Cosmetology Concepts Niles,Niles,13,nilesbeautyschool.com/,nilesbeautyschool.com/NetPriceCalculator/npcalc.htm,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,,3719,,,,,,9941,,,,,,9129,,,,,,,19296,,21366,,0.5135,0.3514,0.027,0,0,0,0.0541
Cosmetology School of Arts and Science LLC,Burley,12,cosmetologyschoolof-art.com/,cosmetologyschoolof-art.com/,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,,15310,,,,,,,,,,,,21405,,,25000,25000,15000,,85461,102925,96959,,0.3645,0.0569,0.0702,0.3328,0,0.0033,0.112
Cosmetology Training Center,Lafayette,18,cosmetlafayettela.com/,cosmetlafayettela.com/prospective-students/net-price-calculator.html,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,,12043,,,,,,21370,21315,22150,,28395,,16901,,,18945,15485,13004,,27810,33784,29632,37478,0.4727,0.3697,0.0667,0.0182,0.0121,0,0.0606
Cosmo Beauty Academy,Sacramento,5,www.cosmobeautyacademy.edu/,www.cosmobeautyacademy.edu/,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,,,,,,,,10783,13371,13333,16878,16878,,,,,13709,,,,26817,,,,0.534,0.0388,0.4078,0,0,0.0097,0.0097
Cossatot Community College of the University of Arkansas,De Queen,4,www.cccua.edu/,www.cccua.edu/pay-for-college/net-price-calculator,,,,0.0099,0.0014,0,0,0,0,0,0.0099,0.0254,0,0,0,0.0071,0,0,0.0876,0,0,0,0,0.0198,0,0,0,0,0,0.0113,0.0085,0,0,0,0.1822,0.2133,0,0,0.3178,0.1059,0,979,4677,,7058,8049,9038,8476,8955,,,,,,10928,,3510,4350,7126,5500,5039,,22508,32516,24810,38002,0.9212,0.0268,0.0251,0.0043,0.0035,0.0026,0.0165
Cosumnes River College,Sacramento,5,https://www.crc.losrios.edu/,https://www.crc.losrios.edu/admissions/cost-of-attendance/net-price-calculator,,,,0.0047,0.0007,0.0087,0,0.0282,0.006,0.051,0.0074,0,0.0034,0,0.0047,0.051,0,0.0087,0.1067,0,0.0295,0.0114,0,0.106,0.0121,0,0,0.0034,0,0.0336,0.004,0.0128,0.0866,0.0174,0.0517,0.0141,0,0.0329,0.0859,0.2094,0.0081,13220,3258,,,,,,,28444,31851,31140,31953,36221,10790,,1104,8928,9565,10188,12500,,37587,30508,46509,42435,0.3736,0.1782,0.2345,0.0448,0.0103,0.0034,0.0782
Cottey College,Nevada,25,https://www.cottey.edu/,https://www.cottey.edu/NetPriceCalculator/index.html,0.4598,22,1094,0,0.0182,0,0,0,0,0,0,0,0,0,0,0,0,0.0364,0.4636,0,0.0818,0,0,0,0,0,0,0,0,0.0636,0,0,0.0545,0,0,0,0,0.0727,0,0.2091,0,256,,18322,,,,,,29149,24862,23784,26327,24312,32415,,21760,21760,13790,15625,14000,,30762,42942,39326,54835,0.5449,0.2372,0.0945,0.0164,0.0066,0.0038,0.0497
County College of Morris,Randolph,30,www.ccm.edu/,www.ccm.edu/wp-content/uploads/FinancialAid/npcalc.htm,,,,0.0086,0,0,0,0.028,0.0029,0.0767,0.0086,0.01,0.0201,0.0789,0,0,0,0,0.1928,0,0,0,0,0.0473,0.0237,0,0,0,0.0022,0,0.0767,0.0072,0,0,0,0,0,0.0659,0.1362,0.2143,0,6635,9173,,,,,,,17016,17905,,,24846,13322,,5190,12870,5840,,,,26966,32266,30123,40618,0.3611,0.3333,0.25,0.0278,0,0,0.0278
Covenant College,Lookout Mountain,10,www.covenant.edu/,https://portal.covenant.edu/forms/index/Net_Price_Calculator,0.9822,26,1233,0,0,0,0,0,0,0.0744,0,0.0651,0,0,0.0047,0,0,0.093,0,0,0.0791,0.0047,0,0.1442,0.0326,0.0093,0.0791,0.0326,0,0.0977,0,0,0.1163,0,0,0,0,0.0837,0,0.0698,0.014,904,,23413,3683,4026,7909,5095,,,,,,,47200,,35640,35640,6603,,,,25919,28728,29019,35932,0.3861,0.4734,0.0662,0.0123,0.0049,0.0053,0.031
Covenant School of Nursing and Allied Health,Lubbock,43,covenanthealth.org/cson,covenanthealth.org/cson,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,363,,,,,,,,24867,23959,25008,26490,32490,,,,,16125,16000,17500,1,43531,44555,44342,52270,0.532,0.1377,0.2325,0.0168,0.006,0.0015,0.0336
Covenant Theological Seminary,Saint Louis,25,www.covenantseminary.edu/,www.covenantseminary.edu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30255,,35900,35950,,,,,,,,1,,33782,,47863,0.7442,0,0.186,0.0465,0,0,0.0233
Cowley County Community College,Arkansas City,16,www.cowley.edu/,https://www.cowley.edu/finaid/calc/index.html,,,,0.0098,0,0,0,0,0,0,0.0147,0,0,0.0441,0,0.0233,0,0,0.4142,0,0,0,0,0,0,0,0,0,0.0404,0,0.0061,0,0,0,0.0147,0.1017,0,0.0221,0.3027,0.0061,0,1815,7908,,8600,9185,11174,13344,14117,,,,,,13031,,3120,4890,6627,5500,5500,,27749,35939,32261,38845,0.5786,0.0806,0.0904,0.0138,0.0187,0.001,0.0521
Cox College,Springfield,25,https://coxcollege.edu/,https://coxcollege.edu/net-price-calculator/,0.3889,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,727,,24746,,,,,,13672,15053,16008,19259,22339,26996,,12600,12600,19000,18750,19953,1,40505,40746,45489,55162,0.5313,0.222,0.1295,0.0167,0.007,0.0035,0.0264
Coyne College,Chicago,13,www.coynecollege.edu/,www.coynecollege.edu/netprice/,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5236,0.2061,0,0,0,0.2703,0,0,530,,18563,2127,3204,4911,5514,8501,,,,,,,21662,,,4233,3500,4000,,31244,34585,36300,45275,0.2048,0.0618,0.6172,0.0719,0.0002,0.0015,0.0247
Cozmo Beauty School,Bonita Springs,9,www.cozmo.edu/,www.cozmo.edu/financial-aid/,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,,13829,,,,,,6357,6330,,,,,18499,,,,,,,20903,,,,0,0.0313,0.25,0.7188,0,0,0
Crafton Hills College,Yucaipa,5,www.craftonhills.edu/,https://misweb.cccco.edu/npc/981/npcalc.htm,,,,0,0.0007,0,0,0.0105,0,0.009,0,0,0,0,0.0255,0.0142,0,0.0187,0.2046,0,0.0082,0.033,0,0.1042,0.009,0.006,0,0.021,0,0.0577,0.0472,0,0.1454,0,0,0,0,0.0172,0.2031,0.0457,0.0187,5809,14325,,11215,,,,,,,,,,21252,,1144,8008,,,,,30060,35090,36051,44483,0.0153,0.2265,0.6244,0.0396,0.0014,0.004,0.0184
Cranbrook Academy of Art,Bloomfield Hills,22,https://cranbrookart.edu/,www.cranbrookart.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14885,15443,17587,19809,19476,,,,,6559,7952,8028,,20294,18496,22069,21511,0.4696,0.2261,0.1174,0.0261,0,0,0.0957
Crave Beauty Academy,Wichita,16,www.cravebeautyacademy.com/,https://cravebeautyacademy.com/NetPriceCalculator/2018/npcalc.htm,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,,15903,,,,,,17059,17584,18677,,,,18541,,,14575,,,,24746,26504,27087,32640,0.3564,0.4096,0.0691,0.0266,0,0.0106,0.1277
Craven Community College,New Bern,33,www.cravencc.edu/,cravencc.edu/financialaid/net-price-calculator/,,,,0,0,0,0,0,0,0.0577,0.0271,0.0212,0.0082,0.0342,0,0,0,0,0.4853,0,0,0,0,0,0,0,0,0,0,0,0.0448,0,0,0,0.0718,0.0506,0,0,0.1531,0.0459,0,2499,10715,,,,,,,15853,15977,18852,24589,24747,16949,,2023,6630,13280,15250,12750,1,26976,30618,32697,39041,0.1739,0.6521,0.027,0.0016,0.0095,0,0.0167
Crawford County Career and Technical Center Practical Nursing Program,meadville,38,www.crawfordctc.org/,www.crawfordctc.org/tuition-calculator.html,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,17954,,,,,,,,,,,,,22205,,,,,,,,,,,0.7143,0.2857,0,0,0,0,0
Creative Hair School of Cosmetology,Flint,22,creativehairschool.com/,creativehairschool.com/net-price-calculator/,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,,9131,,,,,,34922,38956,41091,41006,41006,,13977,,,9671,9636,8750,,22132,26218,26502,29160,0.1357,0.7381,0.0095,0.0405,0.0048,0,0.0619
Creative Images Institute of Cosmetology-North Dayton,Dayton,35,www.creativeimages.edu/,https://www.creativeimages.edu/wp-content/uploads/netprice20me.html,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,,11744,,,,,,,,,,,,14998,,,,,,,,,,,,,,,,,
Creative Images Institute of Cosmetology-South Dayton,Dayton,35,www.creativeimages.edu/,creativeimages.edu/,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,,11664,,,,,,21800,,,,,,16263,,,10500,20000,22335,,28885,35359,39908,54998,0.2831,0.5257,0.117,0.0128,0.0067,0.0005,0.0366
